StdInChIKey,SMILES,LogS,T,Source,Solvent,Solvent_SMILES,Smilesa,REF1,REF2,REF3,REF4,REF5
IAOCRFBMFNOPFQ-UHFFFAOYSA-N,OOC1(C2=CC=CC=C2)C2=CC=CC=C2C(OO)(C2=CC=CC=C2)C2=C1C=CC=C2,-2.054111614,17.0,Reaxys,acetone,CC(=O)C,,,,,,
IBSNKSODLGJUMQ-SDNWHVSQSA-N,CO\C=C(\C(=O)OC)C1=C(COC2=NC(=CC=C2)C(F)(F)F)C=CC=C1,-0.167110479,20.0,Reaxys,acetone,CC(=O)C,,,,,,
ICSNLGPSRYBMBD-UHFFFAOYSA-N,NC1=NC=CC=C1,0.853080619,24.99,Reaxys,acetone,CC(=O)C,,,,,,
IDYZIJYBMGIQMJ-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(N1CCNCC1)C(F)=C2,-2.028466869,25.0,Reaxys,acetone,CC(=O)C,,,,,,
IEDVJHCEMCRBQM-UHFFFAOYSA-N,COC1=CC(CC2=C(N)N=C(N)N=C2)=CC(OC)=C1OC,-1.920111701,24.8,Reaxys,acetone,CC(=O)C,,,,,,
IFLREYGFSNHWGE-UHFFFAOYSA-N,C1=CC2=CC3=CC4=CC=CC=C4C=C3C=C2C=C1,-2.167497354,20.0,Reaxys,acetone,CC(=O)C,,,,,,
IHPPHZLFDYXMCE-IIWURLRVSA-N,CC[C@H]1C2=C(CC[C@@]1(C)C(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)C1=C(C=C2)C=C(OC)C=C1,-1.623085206,20.0,Reaxys,acetone,CC(=O)C,,,,,,
IHYJTAOFMMMOPX-LURJTMIESA-N,[H][C@](NC(C)=O)(C(C)C)C(O)=O,-0.463121583,25.0,Reaxys,acetone,CC(=O)C,,,,,,
IIACRCGMVDHOTQ-UHFFFAOYSA-N,NS(O)(=O)=O,-1.490265876,,Reaxys,acetone,CC(=O)C,,,,,,
IJFXRHURBJZNAO-UHFFFAOYSA-N,OC(=O)C1=CC=CC(O)=C1,0.274707345,23.0,Reaxys,acetone,CC(=O)C,,,,,,
IKCLCGXPQILATA-UHFFFAOYSA-N,OC(=O)C1=CC=CC=C1Cl,0.258612562,15.0,Reaxys,acetone,CC(=O)C,,,,,,
IMNIMPAHZVJRPE-UHFFFAOYSA-N,C1CN2CCN1CC2,-0.041083069,25.0,Reaxys,acetone,CC(=O)C,,,,,,
IMOPXBPHKARACH-UHFFFAOYSA-N,CCOCN1C(=O)C2=C(C=CC=C2)C1=O,-2.914264861,25.0,Reaxys,acetone,CC(=O)C,,,,,,
INNYTHHRUGCEEV-UNTZMWQOSA-N,CCCC12SC3S[C@](CCC)(S[C@](CCC)(S3)S1)S2,-1.723940947,,Reaxys,acetone,CC(=O)C,,,,,,
IOYHCQBYQJQBSK-UHFFFAOYSA-N,OC1=CC(O)=C2C(=O)C(=COC2=C1)C1=CC(O)=C(O)C=C1,-0.792311105,18.0,Reaxys,acetone,CC(=O)C,,,,,,
IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(O)=O,-0.56827648,24.09,Reaxys,acetone,CC(=O)C,,,,,,
IQPNAANSBPBGFQ-UHFFFAOYSA-N,OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC(O)=C(O)C=C1,-1.676181877,25.0,Reaxys,acetone,CC(=O)C,,,,,,
ISXYVHLPQGBMLC-VOTSOKGWSA-N,C\C=C\C(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,-1.660560304,20.0,Reaxys,acetone,CC(=O)C,,,,,,
ITWUGZSJDMBOPH-UHFFFAOYSA-N,CC1=CC=C2NC3=C(CCCC3=O)C2=C1,-0.981287159,18.3,Reaxys,acetone,CC(=O)C,,,,,,
IVDVAMTYPIOUEQ-UHFFFAOYSA-N,CC1(C)C2CCC1(C)C(=O)C2C(=O)C1=CC=CC=C1,-0.228397885,17.0,Reaxys,acetone,CC(=O)C,,,,,,
IVPCDWBBGQCALV-FYWRMAATSA-N,O=C1O\C(=N\C2=C(C=CC=C2)N(=O)=O)C2=CC=CC=C12,-0.616930725,20.0,Reaxys,acetone,CC(=O)C,,,,,,
IVXFOQQPPONQTB-UHFFFAOYSA-N,CC(=O)OC1=CC=C(C=C1)C1=CC(=O)C2=C(OC(C)=O)C=C(OC(C)=O)C=C2O1,-1.899112145,25.0,Reaxys,acetone,CC(=O)C,,,,,,
IYGIFHMTRPKJNP-UHFFFAOYSA-N,C1OC(OC1C1COC(O1)C1=CC=CC=C1)C1=CC=CC=C1,-1.943231113,17.0,Reaxys,acetone,CC(=O)C,,,,,,
IZZVKENIUWWBHF-BUHFOSPRSA-N,CCCCCCCC\C=C\C(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,-1.613894727,20.0,Reaxys,acetone,CC(=O)C,,,,,,
JAKVEOCMEMGHGB-YFKPBYRVSA-N,[H][C@](N)(CSCC#C)C(O)=O,-3.088024262,25.0,Reaxys,acetone,CC(=O)C,,,,,,
JCRIDWXIBSEOEG-UHFFFAOYSA-N,OC1=C(C=CC=C1N(=O)=O)N(=O)=O,0.839847846,14.0,Reaxys,acetone,CC(=O)C,,,,,,
JDMCEGLQFSOMQH-UHFFFAOYSA-N,CCCCC(NC(C)=O)C(O)=O,0.130637881,25.0,Reaxys,acetone,CC(=O)C,,,,,,
JDSHMPZPIAZGSV-UHFFFAOYSA-N,NC1=NC(N)=NC(N)=N1,-2.619789332,30.0,Reaxys,acetone,CC(=O)C,,,,,,
JDTWZSUNGHMMJM-CAHLUQPWSA-N,[H][C@](C)(CC)[C@@]([H])(NC(C)=O)C(O)=O,-0.467725965,25.0,Reaxys,acetone,CC(=O)C,,,,,,
JEZQCHJJLYRNOZ-UHFFFAOYSA-N,OC(=O)C1=CC=CC(Cl)=C1C(=O)C1=CC=CC=C1,-1.420291159,24.99,Reaxys,acetone,CC(=O)C,,,,,,
JGMBHJNMQVKDMW-UHFFFAOYSA-N,ClC1=C(Cl)C=C(C=C1)C1CCC(=O)C2=CC=CC=C12,-0.362530939,25.12,Reaxys,acetone,CC(=O)C,,,,,,
JGRXMPYUTJLTKT-UHFFFAOYSA-N,OC(=O)CNC(=O)C1=C(O)C=C(C=N1)C1=CC(Cl)=CC=C1,-0.486720856,22.0,Reaxys,acetone,CC(=O)C,,,,,,
JKCQOMAQPUYHPL-UHFFFAOYSA-N,C1COCCOC2=C(OCCOCCOC3=C(OCCO1)C=CC=C3)C=CC=C2,-1.052568169,25.0,Reaxys,acetone,CC(=O)C,,,,,,
JLYXXMFPNIAWKQ-CDRYSYESSA-N,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl,-0.671145442,20.0,Reaxys,acetone,CC(=O)C,,,,,,
JTEGQNOMFQHVDC-NKWVEPMBSA-N,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,-2.387200434,25.0,Reaxys,acetone,CC(=O)C,,,,,,
JUFLTGRGLUCRCU-UHFFFAOYSA-N,N=C(C#N)C(=N)C#N,0.296557126,25.0,Reaxys,acetone,CC(=O)C,,,,,,
JUVIOZPCNVVQFO-HBGVWJBISA-N,[H][C@@]12COC3=C(C=C(OC)C(OC)=C3)[C@]1([H])C(=O)C1=C(O2)C2=C(O[C@H](C2)C(C)=C)C=C1,-0.757114242,20.0,Reaxys,acetone,CC(=O)C,,,,,,
JZFDKGFWNSQAHU-UHFFFAOYSA-N,CCC1=CC=C(C=C1)C(=O)C1=C(C=CC=C1)C(O)=O,-1.136912716,26.67,Reaxys,acetone,CC(=O)C,,,,,,
JZODKRWQWUWGCD-UHFFFAOYSA-N,CC(C)(C)C1=CC(O)=C(C=C1O)C(C)(C)C,-0.065985952,24.89,Reaxys,acetone,CC(=O)C,,,,,,
KCSGAVOYBPPIRL-UHFFFAOYSA-N,CCCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,-1.789595827,20.0,Reaxys,acetone,CC(=O)C,,,,,,
KDCVCMJTEQZMEL-UHFFFAOYSA-N,CN1CCN(CC2=CC(C)=CC=C2)CC(C1)NC(=O)C1=NNC2=C1C=CC=C2,-1.00229436,30.0,Reaxys,acetone,CC(=O)C,,,,,,
KDYFGRWQOYBRFD-UHFFFAOYSA-N,OC(=O)CCC(O)=O,-0.48562214,20.0,Reaxys,acetone,CC(=O)C,,,,,,
KFIRODWJCYBBHY-UHFFFAOYSA-N,OC(=O)C1=C(C(O)=O)C(=CC=C1)N(=O)=O,-0.08819764,25.08,Reaxys,acetone,CC(=O)C,,,,,,
KGCNHWXDPDPSBV-UHFFFAOYSA-N,ClCC1=CC=C(C=C1)N(=O)=O,0.763514653,30.0,Reaxys,acetone,CC(=O)C,,,,,,
KIGQVWWOESIMBG-UHFFFAOYSA-N,OC(=O)CN(CCC#N)CCC#N,0.273335105,26.0,Reaxys,acetone,CC(=O)C,,,,,,
KJFMBFZCATUALV-UHFFFAOYSA-N,OC1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(O)C=C1,-0.081272278,,Reaxys,acetone,CC(=O)C,,,,,,
KKJPFYIKWNKDSH-WZIZPHDVSA-N,[H][C@@]12CC[C@@](C)([C@@H](O)[C@H]1NC(=O)[C@@H](O)C(C)(C)CO)C2(C)C,-0.415569911,20.0,Reaxys,acetone,CC(=O)C,,,,,,
KKWXXQXQVFLMOP-LSLJNABFSA-N,C[C@H]1OC(=O)C(C1=O)C(C)(C)C1=C(CC(C)=O)[C@@H](C)OC1=O,-0.635148702,20.0,Reaxys,acetone,CC(=O)C,,,,,,
KMPWYEUPVWOPIM-QAMTZSDWSA-N,[H][C@](O)(C1=CC=NC2=C1C=CC=C2)[C@@]1([H])C[C@@H]2CC[N@]1C[C@@H]2C=C,-2.614625863,25.0,Reaxys,acetone,CC(=O)C,,,,,,
KMRIWYPVRWEWRG-UHFFFAOYSA-N,OC1=CC(=C(O)C=C1)P1(=O)OC2=C(C=CC=C2)C2=C1C=CC=C2,-1.609235088,23.99,Reaxys,acetone,CC(=O)C,,,,,,
KOOOGBROHMNAPU-UHFFFAOYSA-N,O=C(N=N#N)C1=C(C=CC=C1)N(=O)=O,0.424178789,20.0,Reaxys,acetone,CC(=O)C,,,,,,
KOZNAHJIJGCFJJ-UHFFFAOYSA-N,OC1C(=O)N(CCCCN2CCN(CC2)C2=NC=CC=N2)C(=O)CC11CCCC1,-1.261272604,,Reaxys,acetone,CC(=O)C,,,,,,
KPDYGMJTDBCCLN-UHFFFAOYSA-N,OC(=O)C1=CC=CC2=C1C1=C(C(=O)C3=CC=CC=C3C1=O)C1=CC=CC=C21,-1.90867981,,Reaxys,acetone,CC(=O)C,,,,,,
KPZYYKDXZKFBQU-UHFFFAOYSA-N,NC(=O)C1=CC=CC2=NC3=CC=CC=C3N=C12,-2.277799425,15.0,Reaxys,acetone,CC(=O)C,,,,,,
KQTZMXWZIFCPHF-UHFFFAOYSA-N,COC(=O)CN1C(CC2=CC=CC=C2)C(=O)N(C1=O)C1=CC=CC=C1,-0.073451345,20.0,Reaxys,acetone,CC(=O)C,,,,,,
KRHAFJJBYFYLAB-XWJSGITJSA-N,CCC12SC3S[C@](CC)(S[C@](CC)(S3)S1)S2,-1.437529925,,Reaxys,acetone,CC(=O)C,,,,,,
KRKNYBCHXYNGOX-UHFFFAOYSA-N,OC(=O)CC(O)(CC(O)=O)C(O)=O,0.045776626,23.99,Reaxys,acetone,CC(=O)C,,,,,,
KTALPKYXQZGAEG-UHFFFAOYSA-N,CC(C)C1=CC2=C(SC3=CC=CC=C3C2=O)C=C1,0.231856107,25.99,Reaxys,acetone,CC(=O)C,,,,,,
KUAZQDVKQLNFPE-UHFFFAOYSA-N,CN(C)C(=S)SSC(=S)N(C)C,-0.493387613,30.0,Reaxys,acetone,CC(=O)C,,,,,,
KUOQWUNJMMXMGI-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,-1.745606359,20.0,Reaxys,acetone,CC(=O)C,,,,,,
KWTWDQCKEHXFFR-SMDDNHRTSA-N,CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1,0.176072292,,Reaxys,acetone,CC(=O)C,,,,,,
KZNIFHPLKGYRTM-UHFFFAOYSA-N,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1,-2.261489524,25.0,Reaxys,acetone,CC(=O)C,,,,,,
KZTJCLJWIVFCLV-UHFFFAOYSA-N,CC(N(CCC(O)=O)C(C)=O)C(O)=O,-0.759830847,25.0,Reaxys,acetone,CC(=O)C,,,,,,
LGGDXXJAGWBUSL-BKRJIHRRSA-N,[H][C@@]12OC3=C4C(C[C@H]5N(C)CC[C@@]14[C@@]5([H])CC[C@@H]2OC(C)=O)=CC=C3OC,-0.294172235,20.0,Reaxys,acetone,CC(=O)C,,,,,,
LGRFSURHDFAFJT-UHFFFAOYSA-N,O=C1OC(=O)C2=CC=CC=C12,0.247301268,24.99,Reaxys,acetone,CC(=O)C,,,,,,
LGVLGQRLNSNPQT-UHFFFAOYSA-N,O=C(NC1=CC=C(NC(=O)C2=CC=CC=C2)C2=C1C1C3=C(C=CC=C3)C2C2=C1C=CC=C2)C1=CC=CC=C1,-1.993504125,,Reaxys,acetone,CC(=O)C,,,,,,
LHNVKVKZPHUYQO-SRWWVFQWSA-N,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)CC[C@]5(C)[C@@]4([H])CC[C@]3(C)[C@@]1(O2)C(C)=O,-0.731952364,25.8,Reaxys,acetone,CC(=O)C,,,,,,
LIKSPRLIPHRBCL-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)CCCCCCCCC(O)=O,-2.265526513,15.0,Reaxys,acetone,CC(=O)C,,,,,,
LILPOSVDSDEBCD-UHFFFAOYSA-N,N#CSCCSC#N,-0.04508515,16.0,Reaxys,acetone,CC(=O)C,,,,,,
LKEGCXYQDMPMDD-UHFFFAOYSA-N,NC1=C(NC2=CC=CC=C2)C=CC(Cl)=C1,0.327631972,20.0,Reaxys,acetone,CC(=O)C,,,,,,
LLIQJKREYJVRFV-UHFFFAOYSA-N,CC(N(CCC#N)CCC#N)C(O)=O,0.494803302,26.0,Reaxys,acetone,CC(=O)C,,,,,,
LLOXZCFOAUCDAE-UHFFFAOYSA-N,OC1=CC=C(O)C(=C1)P(=O)(C1=CC=CC=C1)C1=CC=CC=C1,-1.626268427,26.29,Reaxys,acetone,CC(=O)C,,,,,,
LMVPQMGRYSRMIW-KRWDZBQOSA-N,CSC1=N[C@](C)(C(=O)N1NC1=CC=CC=C1)C1=CC=CC=C1,-0.095388362,20.0,Reaxys,acetone,CC(=O)C,,,,,,
LOUPRKONTZGTKE-LHHVKLHASA-N,[H][C@@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@@H](O)C1=CC=NC2=CC=C(OC)C=C12,-1.232358035,21.85,Reaxys,acetone,CC(=O)C,,,,,,
LPTITAGPBXDDGR-IBEHDNSVSA-N,CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,-0.022027947,25.0,Reaxys,acetone,CC(=O)C,,,,,,
LRUIWCGKRGPZSC-UHFFFAOYSA-N,NC1=C(NC2=CC(Cl)=CC=C2)C=CC(Cl)=C1,-0.136173606,20.0,Reaxys,acetone,CC(=O)C,,,,,,
LTHCSWBWNVGEFE-UHFFFAOYSA-N,CCCCCCCC(N)=O,-0.3690667,30.0,Reaxys,acetone,CC(=O)C,,,,,,
LWPQIJQNKMXHIU-UHFFFAOYSA-N,OC1=C2C=CC=CC2=C(O)C(=C1)P1(=O)OC2=CC=CC=C2C2=CC=CC=C12,-1.900236048,20.0,Reaxys,acetone,CC(=O)C,,,,,,
LYHDDQSUMYQBNO-UHFFFAOYSA-N,CN1C2C(N(C)C1=O)N(C)S(=O)(=O)N2C,-1.906661981,19.0,Reaxys,acetone,CC(=O)C,,,,,,
MBUKWVQKGHOBTG-UHFFFAOYSA-N,O=C(N=N#N)C1=CC(=CC=C1)N(=O)=O,0.129779372,20.0,Reaxys,acetone,CC(=O)C,,,,,,
MCLWZZQNZUTOLS-UHFFFAOYSA-N,O=C(NC1=NC=CN=C1)C1=CC=C(C=C1)C(=O)NC1=NC=CN=C1,-3.505570497,,Reaxys,acetone,CC(=O)C,,,,,,
MECHNRXZTMCUDQ-RKHKHRCZSA-N,[H][C@](C)(\C=C\[C@@]([H])(C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)C(C)C,-0.200475114,26.0,Reaxys,acetone,CC(=O)C,,,,,,
MENUYOGJCXAFFU-UHFFFAOYSA-N,N#C\C(=N/NC1=CC=CC=C1)C#N,0.389157907,25.0,Reaxys,acetone,CC(=O)C,,,,,,
MGNCLNQXLYJVJD-UHFFFAOYSA-N,ClC1=NC(Cl)=NC(Cl)=N1,0.027020488,25.0,Reaxys,acetone,CC(=O)C,,,,,,
MGPUCIDTPHNZJM-UHFFFAOYSA-N,O=C(NC1=NC=CC=C1)C1=CC=C(C=C1)C(=O)NC1=NC=CC=C1,-3.502884391,,Reaxys,acetone,CC(=O)C,,,,,,
MHOOPNKRBMHHEC-HZIBQTDNSA-N,C\C=C\C1=CC(=O)[C@H](O)[C@H]1O,-0.42832076,,Reaxys,acetone,CC(=O)C,,,,,,
MIJYXULNPSFWEK-GTOFXWBISA-N,[H][C@@]12CC(C)(C)CC[C@@]1(CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O,-1.863279662,25.14,Reaxys,acetone,CC(=O)C,,,,,,
MNCUCCJMXIWMJJ-UHFFFAOYSA-N,N#CSC=CSC#N,-0.038971514,16.0,Reaxys,acetone,CC(=O)C,,,,,,
MRQIXHXHHPWVIL-ISLYRVAYSA-N,OC1=CC=C2C=CC=CC2=C1\N=N\C1=CC=CC=C1,-1.130189922,24.85,Reaxys,acetone,CC(=O)C,,,,,,
MRVBYQLOIUGZSI-LNFKQOIKSA-N,[H][C@]12OC[C@@H](OCC3=CN(C=C)N=N3)[C@@]1([H])OC[C@@H]2O,-1.403563173,,Reaxys,acetone,CC(=O)C,,,,,,
MWFFIRCXGDGFQB-UHFFFAOYSA-N,NC(=O)C1=CC=C(C=C1)S(N)(=O)=O,-1.854345088,25.0,Reaxys,acetone,CC(=O)C,,,,,,
MWPLVEDNUUSJAV-UHFFFAOYSA-N,C1=CC2=CC3=CC=CC=C3C=C2C=C1,-1.337249478,20.0,Reaxys,acetone,CC(=O)C,,,,,,
MXHDSBYJGVZESK-UHFFFAOYSA-N,O=C(NC1=CC=CC=C1)C1=CC=C(C=C1)C(=O)NC1=CC=CC=C1,-3.500180194,,Reaxys,acetone,CC(=O)C,,,,,,
MYSWGUAQZAJSOK-UHFFFAOYSA-N,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,-3.76721595,24.99,Reaxys,acetone,CC(=O)C,,,,,,
NFBLQKVUYFRWJV-UHFFFAOYSA-N,CC(OCC(N)=O)C(N)=O,-1.155973924,20.0,Reaxys,acetone,CC(=O)C,,,,,,
NGMMGKYJUWYIIG-UHFFFAOYSA-N,NC(=O)C1=CC(O)=CC=C1,-0.537602221,20.0,Reaxys,acetone,CC(=O)C,,,,,,
NHAZGGKOGUUUSH-UHFFFAOYSA-N,CC(C)(O)P1(=O)OCC(C)(C)CO1,-1.166015098,25.49,Reaxys,acetone,CC(=O)C,,,,,,
NHIFBKRZNRSFHV-UHFFFAOYSA-N,CC(=O)OCC(COC(=O)C1=CC=C(C=C1)N(=O)=O)OC(=O)C1=CC=C(C=C1)N(=O)=O,-1.272611445,21.0,Reaxys,acetone,CC(=O)C,,,,,,
NHRIWEKOARVHSN-UHFFFAOYSA-N,COC1=C(C(=CC(=C1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O,0.440247065,29.0,Reaxys,acetone,CC(=O)C,,,,,,
NIHNNTQXNPWCJQ-UHFFFAOYSA-N,C1C2=CC=CC=C2C2=C1C=CC=C2,-0.032223325,24.84,Reaxys,acetone,CC(=O)C,,,,,,
NLGZSVBAHNOHDH-UHFFFAOYSA-N,O=C(OCC(COC(=O)C1=CC=C(C=C1)N(=O)=O)OC(=O)C1=CC=CC=C1)C1=CC=C(C=C1)N(=O)=O,-1.231019379,21.0,Reaxys,acetone,CC(=O)C,,,,,,
NNILZRGLHCDVMC-AQTBWJFISA-N,CO\C=C(\C(C)=O)C1=C(OC2=CC(OC3=C(C=CC=C3)C#N)=NC=N2)C=CC=C1,-0.65365556,20.0,Reaxys,acetone,CC(=O)C,,,,,,
NOCJXYPHIIZEHN-UHFFFAOYSA-N,CN1CCN(CC1)C1=CC2=C(C=C1F)C(=O)C(=CN2C1=CC=C(F)C=C1)C(O)=O,-1.043231673,24.99,Reaxys,acetone,CC(=O)C,,,,,,
NOIRTYMOEFHJRM-UHFFFAOYSA-N,COCN1C(=O)C2=C(C=CC=C2)C1=O,-0.184546074,25.0,Reaxys,acetone,CC(=O)C,,,,,,
NPCHNZVQOCCEIW-LDWIPMOCSA-N,CC1(C)[C@H](CC[C@@]1(C)C(O)=O)C(N)=O,-1.103498678,18.0,Reaxys,acetone,CC(=O)C,,,,,,
NRDWUPPIGBHWAS-ZJUUUORDSA-N,CCC[C@H]1CC2=C(C[C@@H](CC)CC3=C1C(=O)OC3=O)C(=O)OC2=O,0.277740946,20.0,Reaxys,acetone,CC(=O)C,,,,,,
OBVKXTYZYVDEHF-UHFFFAOYSA-N,CCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,-1.947267216,20.0,Reaxys,acetone,CC(=O)C,,,,,,
OCJBOOLMMGQPQU-UHFFFAOYSA-N,ClC1=CC=C(Cl)C=C1,0.588545704,20.0,Reaxys,acetone,CC(=O)C,,,,,,
OFEFIAFAVVRMOS-UHFFFAOYSA-N,O=C1OC(NC2=CC(=CC=C2)N(=O)=O)(NC2=CC(=CC=C2)N(=O)=O)C2=CC=CC=C12,-0.51935619,20.0,Reaxys,acetone,CC(=O)C,,,,,,
OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,-1.796677705,25.0,Reaxys,acetone,CC(=O)C,,,,,,
OHFMYIFFLOZSMF-UHFFFAOYSA-N,CC1(C)COP(=O)(NCCNP2(=O)OCC(C)(C)CO2)OC1,-1.358088214,24.99,Reaxys,acetone,CC(=O)C,,,,,,
OKJPEAGHQZHRQV-UHFFFAOYSA-N,IC(I)I,-0.516019467,25.0,Reaxys,acetone,CC(=O)C,,,,,,
OLFSCPKAHMFATL-UHFFFAOYSA-N,O=C(NC1=CC=CC=C1)C1=CC=C(N=C1)C(=O)NC1=CC=CC=C1,-3.200504401,,Reaxys,acetone,CC(=O)C,,,,,,
OLOASFSCLBJEOF-UHFFFAOYSA-N,COC1=C(NC2=CC(C)=C(C=C2N(=O)=O)N(=O)=O)C=CC=C1,-0.91579268,24.5,Reaxys,acetone,CC(=O)C,,,,,,
ONCZDRURRATYFI-TVJDWZFNSA-N,CO\N=C(\C(=O)OC)C1=C(CO\N=C(/C)C2=CC(=CC=C2)C(F)(F)F)C=CC=C1,0.08790873,25.0,Reaxys,acetone,CC(=O)C,,,,,,
ORILYTVJVMAKLC-UHFFFAOYSA-N,C1C2CC3CC1CC(C2)C3,0.246296012,20.0,Reaxys,acetone,CC(=O)C,,,,,,
OROGSEYTTFOCAN-DNJOTXNNSA-N,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@H](C4)[C@]1([H])C=C[C@@H]2O,-0.369151016,20.0,Reaxys,acetone,CC(=O)C,,,,,,
OSZUGFVVDWLSBH-UHFFFAOYSA-N,CCCCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,-1.642960017,20.0,Reaxys,acetone,CC(=O)C,,,,,,
OXNIZHLAWKMVMX-UHFFFAOYSA-N,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,0.456469311,20.0,Reaxys,acetone,CC(=O)C,,,,,,
PCCSBWNGDMYFCW-UHFFFAOYSA-N,CC1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(OC2=CC=CC=C2)C=C1,-0.135580637,25.0,Reaxys,acetone,CC(=O)C,,,,,,
PCOBBVZJEWWZFR-UHFFFAOYSA-N,CCOC(=O)NC1=C(N)C=C(NCC2=CC=C(F)C=C2)C=C1,-0.083983947,,Reaxys,acetone,CC(=O)C,,,,,,
PCZOHLXUXFIOCF-BXMDZJJMSA-N,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,-0.778343399,25.6,Reaxys,acetone,CC(=O)C,,,,,,
PDRGHUMCVRDZLQ-WMZOPIPTSA-N,[H][C@@]12CCC(=O)[C@@]1(C)CCC1=C3C=CC(O)=CC3=CC=C21,-0.918843431,30.0,Reaxys,acetone,CC(=O)C,,,,,,
PFURGBBHAOXLIO-PHDIDXHHSA-N,O[C@@H]1CCCC[C@H]1O,-0.245512668,20.0,Reaxys,acetone,CC(=O)C,,,,,,
PFVCRIULCASTAH-ZMGSENCKSA-N,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)\C2=C(/O)C1=CC=CC=C1,-0.235201593,17.0,Reaxys,acetone,CC(=O)C,,,,,,
PJHUABJTDFXYRQ-UHFFFAOYSA-N,O=C(N=N#N)C1=CC=CC=C1,0.85748448,20.0,Reaxys,acetone,CC(=O)C,,,,,,
POOSGDOYLQNASK-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCC,-2.585282514,19.85,Reaxys,acetone,CC(=O)C,,,,,,
POULHZVOKOAJMA-UHFFFAOYSA-N,CCCCCCCCCCCC(O)=O,0.481329133,24.84,Reaxys,acetone,CC(=O)C,,,,,,
PPJVBBJMDLANLB-UHFFFAOYSA-N,O=N(=O)C1=CC=C(C2=C1C=CC=C2N(=O)=O)N(=O)=O,-0.487933625,15.0,Reaxys,acetone,CC(=O)C,,,,,,
PROQIPRRNZUXQM-ZXXIGWHRSA-N,[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,-1.948105681,30.0,Reaxys,acetone,CC(=O)C,,,,,,
PROUDSLIHYGGFR-UHFFFAOYSA-N,O=C(NC1=CC=C(NC(=O)C2=NC=CC=C2)C=C1)C1=NC=CC=C1,-2.803914386,,Reaxys,acetone,CC(=O)C,,,,,,
PRPINYUDVPFIRX-UHFFFAOYSA-N,OC(=O)CC1=CC=CC2=CC=CC=C12,0.516299798,25.79,Reaxys,acetone,CC(=O)C,,,,,,
PRWFRMQHEAGAIW-UHFFFAOYSA-N,CCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,-1.658384817,20.0,Reaxys,acetone,CC(=O)C,,,,,,
PSPMLTCJDRSKFJ-UHFFFAOYSA-N,CNC(=O)C(=N#N)C(=O)OC,0.35852951,18.0,Reaxys,acetone,CC(=O)C,,,,,,
